uhhidfs,uhhidp,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_13,d1_14,d1_8,d1_9,d1_10,d1_11,d1_12,d2,d2other,d3,d3other,d4,d4other,d5,d6
1391,1002896,2,3,1,2,2,3,2,2,4,4,3,999,0.5,3,5,NA,9,NA,9,NA,15,2
375,1000887,0.003,2,1,40,1,0.02,0.5,0.5,999,999,999,0.5,0.5,7,4,NA,4,NA,8,NA,10,6
2153,1002987,7,7,7,7.5,7.5,7,3,7,999,999,999,7,7,5,2,NA,4,NA,4,NA,20,10
1394,1002656,3,6,2,2,1,1,1,1,5,4,4,999,0.02,2,5,NA,4,NA,9,NA,1,4
2180,1000660,3,5,1,1,1,0.5,0.6,0.6,0.8,5,5,0.2,0.2,5,1,NA,4,NA,4,NA,30,6
2204,1001250,1.2,1.2,1,1,3,0.5,0.2,0.2,3,999,999,0.2,0.05,3,5,NA,4,NA,9,NA,6,4
1402,1000648,1,3,0.5,0.5,0.5,0.5,0.5,0.5,999,999,999,0.5,0.05,0.5,5,NA,4,NA,9,NA,3,3
888,1000859,0.5,6,0.4,6,1,0.5,0.3,0.3,999,999,999,0.3,0.3,999,1,NA,2,NA,4,NA,30,2
909,1001729,2,3,1,1,1,1,1,1,999,999,0.5,999,0.5,0.5,5,NA,4,NA,3,NA,2,4
3089,1002359,1,2,4,4,2,1,3,3,8,6,6,3,1,6,2,NA,4,NA,9,NA,30,6
2191,1001627,0.5,3,0.5,2,1,0.001,0.5,0.5,99,7,20,1,0.001,14,1,NA,4,NA,1,NA,5,6
2150,1002070,3,4,3,3,3,2,4,4,999,999,999,3,4,3,2,NA,9,NA,9,NA,30,6
2196,1001473,0.1,0.5,1,1,3,0.01,0.2,3,999,25,25,0.02,0.02,25,1,NA,4,NA,4,NA,10,7
1594,1001971,0.8,1,0.9,2,0.5,0.5,0.6,0.6,0.6,2,2,0.1,0.6,3,1,NA,4,NA,9,NA,30,6
3242,1001975,1.5,4,2,2,2,0.5,1.5,1.5,999,7,7,1.5,1.5,7,1,NA,4,NA,4,NA,45,6
2791,1001681,0.5,12,2.5,2.5,12,1,2,2,999,999,999,3,0.05,2,5,NA,4,NA,9,NA,20,4
3252,1000088,2,5,2,4,2,0.5,1,1,999,7,7,1,1,7,5,NA,2,NA,2,NA,40,2
3253,1000076,1,6,1,4,2,0.5,1,1,999,7,7,1,1,7,8,NA,2,NA,2,NA,45,6
1606,1000524,0.3,6.1,0.5,999,4.1,0.3,0.01,0.01,999,999,999,4.1,0.01,999,1,NA,4,NA,4,NA,10,1
2163,1001381,4,4.5,4.5,5,5,3,4,6,999,999,999,4,4,999,1,NA,4,NA,4,NA,60,4
2198,1001991,2,3,2,2,3,1,1,1,999,999,999,1,1,2,5,NA,4,NA,10,NA,10,3
2776,1002338,1,3,0.5,999,1,1,1,1,999,999,999,999,1,999,2,NA,4,NA,4,NA,6,7
3240,1001977,2,2,2,2,2,0.5,1.5,1.5,999,5,5,1.5,1,5,5,NA,4,NA,4,NA,1,6
376,1000860,1,1.5,0.5,39,0.5,2,0.5,0.5,999,999,999,0.5,0.5,999,2,NA,4,NA,2,NA,10,2
1401,1000647,3,2,1,1,1,0.5,0.5,0.5,5,999,3,999,0.02,2,5,NA,4,NA,9,NA,35,4
1591,1002136,2,4,2,5,5,2,2,2,48,8,8,6,0.9,9,1,NA,4,NA,7,NA,45,7
1396,1000527,2,1,1,1,1,0.5,0.5,0.5,0.5,999,1,1,0.5,1,5,NA,4,NA,9,NA,10,3
2197,1000526,2,2,1,1,3,1,2,2,999,999,999,2,0.02,1,5,NA,4,NA,9,NA,15,3
2389,1000036,0.3,5,0.3,5,1,1,0.3,0.3,5,4,4,0.3,0.2,4,2,NA,2,NA,4,NA,10,7
3155,1002135,1.5,1.5,2,4,2,1,3,3,3,5,1.5,1.5,5,5,1,NA,4,NA,9,NA,40,2
3239,1001990,1,2,1,1,1,0.5,0.5,0.5,999,5,5,0.5,0.5,5,5,NA,4,NA,4,NA,30,6
1399,1000650,2,4,3,3,2,1,2,2,6,999,3,999,0.01,2,5,NA,4,NA,9,NA,40,4
3248,1000087,0.5,5,0.5,2,0.3,0.4,0.5,0.5,999,5,5,0.5,0.3,7,1,NA,2,NA,2,NA,35,7
2390,1000033,2,5,0.8,5,2,1,0.8,0.8,5,5,5,0.9,1,5,1,NA,2,NA,4,NA,50,7
866,1001081,0.3,2,2,30,2,0.3,0.3,0.3,40,5,5,2,1,5,2,NA,2,NA,4,NA,30,2
2184,1001141,0.3,3,1,1,4,0.2,0.5,16,16,25,25,0.5,0.5,25,1,NA,4,NA,4,NA,30,7
3406,1000089,1,6,1.5,3,2,1,1.5,1.5,999,7,7,1.5,1.5,7,1,NA,2,NA,2,NA,50,6
3230,1003004,1,10,0.1,0.5,0.5,0.5,0.5,10,45,6,6,0.5,0.5,6,1,NA,4,NA,4,NA,60,7
1595,1001970,1.5,1.5,1,8,1,0.5,1,1,8,3,3,1.5,1,6,1,NA,4,NA,9,NA,30,2
2161,1001382,3,3,6.5,6.5,6,1,5,999,999,999,999,5,5,999,5,NA,4,NA,9,NA,60,6
3096,1002120,5,6,5,999,5,3,5,5,999,999,999,5,3,5,2,NA,4,NA,9,NA,20,6
3095,1002132,1,6,1,999,6,1,1,1,999,999,999,6,0.8,0.8,1,NA,4,NA,7,NA,15,6
1407,1002095,2,3,2,2,2,2,2,2,999,999,999,1,2,3,10,NA,4,NA,9,NA,5,4
898,1000850,1,6,1.5,6,3,1,1.5,1.5,999,999,3,1.5,1.5,3,1,NA,2,NA,2,NA,6,2
2228,1000386,2,8,2,8,8,0.001,2,8,999,14,14,8,0.01,14,1,NA,4,NA,4,NA,20,4
3090,1001553,1,3,5,5,6,2,4,4,8,6,6,6,2,6,1,NA,4,NA,9,NA,55,2
2429,1000003,0.5,5,2,5,0.3,0.2,0.15,0.15,999,999,999,4,0.1,5,2,NA,4,NA,4,NA,5,6
1403,1000652,0.5,1,1,1,0.5,0.5,1,1,999,999,1,1,0.5,1,5,NA,4,NA,9,NA,15,4
1041,1001980,4,5,4,50,7,0.5,0.25,4,4,20,20,4,0.25,20,4,NA,2,NA,9,NA,10,6
3444,1002178,1.5,3,3,999,5,0.5,2,15,15,7,999,2,0.5,7,8,NA,4,NA,4,NA,30,6
2269,1000072,2,5,3,3,3,1,1,1,4,999,999,1,1,2,1,NA,2,NA,2,NA,20,2
1112,1000111,0.5,1,1,999,1,0.25,0.25,1,999,1,1,1.4,1.1,0.125,1,NA,2,NA,2,NA,8,7
1087,1000122,4,4,0.5,4,5,0.1,0.5,0.5,4,4,4,80,0.5,3,8,NA,2,NA,4,NA,5,6
3158,1002977,0.8,0.8,0.8,999,5,0.3,0.5,0.5,1,999,999,5,0.5,0.8,7,NA,2,NA,4,NA,5,7
1122,1001146,1,5,2,4,1,1,3,6,6,46,46,5,5,46,1,NA,2,NA,2,NA,10,2
2270,1002305,2,3,3,5,4,2,3,4,4,999,999,3,2,4,1,NA,4,NA,4,NA,60,4
2394,1000182,1,4,0.5,82,1,0.5,0.5,1,1,7,999,1,0.5,7,1,NA,2,NA,9,NA,30,7
1093,1000643,0.2,2,2,2,2,0.1,2,2,2,5,5,80,0.3,5,8,NA,2,NA,2,NA,10,2
1633,1000877,1.5,3,3,3,3,0.2,0.2,2,2,999,999,5,1,3,1,NA,2,NA,4,NA,3,6
3420,1002865,0.5,14,8,85,4,0.2,0.3,16,16,85,85,4,0.01,35,1,NA,2,NA,2,NA,0.5,4
1129,1001549,8,9,7,8.5,7,3,3.5,3.5,10,68,68,3.5,8,68,2,NA,2,NA,4,NA,30,2
1637,1001285,2,3,1,1,2,2,2,5,999,999,999,2,2,2,2,NA,2,NA,4,NA,5,6
1118,1000328,1.2,2,0.5,2,0.5,0.5,0.123,0.13,0.51,0.51,0.51,0.51,0.125,0.26,1,NA,2,NA,12,NA,3,7
2306,1002464,2,3,4,5,4,2,1,1,3,4,4,70,1,4,2,NA,4,NA,9,NA,20,4
1088,1000102,2,5,0.3,2,2,0.1,0.5,0.5,6,4,4,80,0.5,4,2,NA,2,NA,4,NA,10,4
2332,1002307,1,8,2,2,3,1,1,12,12,999,999,2,0.05,999,2,NA,2,NA,4,NA,30,7
1011,1001396,1,12,2,85,2,3,0.5,13,13,25,28,85,5,4,2,NA,2,NA,2,NA,2,6
3915,3000784,2,11,4,4,14,0.1,0.1,2,3,999,999,6,0.1,0.1,7,NA,2,NA,2,NA,0.2,6
1155,1000479,2,6,6,6,6,0.5,2,6,6,15,999,6,0.5,15,1,NA,4,NA,4,NA,30,7
3443,1001456,1,2,2,68,2,0.125,1,1,1,4,999,2,0.05,4,4,NA,4,NA,4,NA,35,6
1017,1001645,3,5,1,76,35,0.01,1,6,6,6,6,1,6,21,2,NA,2,NA,2,NA,10,6
3857,3000425,2,8,1,3,8,0.1,2,8,20,999,999,8,8,2,2,NA,2,NA,9,NA,8,6
3835,3000775,1,8,2,10,7,2,8,7,8,999,999,6,2,9,2,NA,2,NA,2,NA,0.5,1
1010,1000822,0.4,3,3,3,3,0.2,0.2,1,1,999,999,2,0.2,0.2,2,NA,2,NA,4,NA,3,9
1144,1001532,3,20,2,8,8,0.1,2,2,5,999,999,50,2,1,2,NA,4,NA,4,NA,10,6
2480,1002702,6,6,6,23,6,0.2,6,6,6,8,8,6,0.1,8,1,NA,4,NA,4,NA,0.7,2
2241,1001345,1,1.9,2,999,3,0.5,0.125,0.3,8,999,999,7,0.25,0.26,1,NA,2,NA,9,NA,15,2
2834,1000337,0.4,5,5,999,10,0.4,0.1,0.1,10,999,999,10,10,0.2,1,NA,2,NA,9,NA,10,6
1617,1001534,1,7,2,70,3,0.5,3,7,11,11,11,3,3,11,2,NA,4,NA,4,NA,0.6,6
3879,1002118,1,8,1,50,1,1,1,1,1,50,50,1,1,1,8,no latrine,4,NA,9,NA,60,2
3227,1002744,1.5,6,4,25,3,1.5,2,3,3,4,25,25,1.5,4,5,NA,9,NA,9,NA,25,7
1614,1001548,2,6,1,80,1,0.3,3,3,13,13,13,3,3,13,1,NA,4,NA,4,NA,0.5,7
2414,1002937,2,5,5,5,1,2,2,5,5,999,999,5,0.2,1,2,NA,4,NA,4,NA,1,7
1051,1001427,1,3,1,60,1,0.125,1,1,1,1,1,1,1,1,1,NA,2,NA,4,NA,10,7
3852,3000979,2,10,7,7,10,1,1,7,21,999,999,7,0.5,15,7,NA,2,NA,9,NA,30,2
3889,1001275,2,3,7,2,2,500,1,1,1,60,15,1,1,1,7,NA,4,NA,2,NA,30,7
1117,1001441,1,2,0.5,2,0.5,0.25,0.13,0.5,0.51,5,5,0.52,0.52,0.125,1,NA,8,NA,9,NA,15,7
3415,1002858,1.5,6,7,10,6,1,1,6,8,999,999,6,1,7,1,NA,2,NA,2,NA,12,6
1026,1001461,2.3,21,2.3,56,2.3,2.3,0.1,2.3,6,56,56,2.3,2.3,28,1,NA,2,NA,2,NA,4,7
1727,1000406,1,8,1.5,5,2,1,2,2,2,999,999,2,0.02,3,1,NA,2,NA,2,NA,10,4
2322,1002418,0.8,2,2,50,15,0.8,0.8,0.8,3,15,15,2,0.8,15,1,NA,4,NA,2,NA,30,6
3479,1002692,0.1,14,14,18,4,0.5,1,1,18,18,20,70,0.1,3,1,NA,4,NA,4,NA,5,6
2592,1002831,1,1,3,3,2,1,1,3,11,999,999,1,0.3,6,2,NA,4,NA,4,NA,30,6
2281,1000119,1,5,5,999,5,0.15,0.5,0.5,5,999,999,5,5,999,1,NA,2,NA,4,NA,20,2
1030,1000705,2,3,1.5,4,1,0.002,1.5,1.5,6,58,58,1.5,1.5,6,1,NA,2,NA,2,NA,20,7
1203,1000565,0.3,1,0.3,0.3,0.3,2,0.3,0.3,1,999,999,0.3,0.3,1,2,NA,2,NA,2,NA,7,4
1070,1001101,0.1,5,5,5,5,2,0.1,2,2,999,999,3,1,4,7,NA,2,NA,4,NA,0.1,7
2279,1001415,0.8,0.8,0.8,999,0.8,0.8,0.8,0.8,0.8,999,999,0.8,0.8,999,1,NA,2,NA,4,NA,10,6
1636,1001287,1.5,1,1,1,1,0.6,1,5,3,999,999,1,1,1,2,NA,2,NA,4,NA,4,6
1108,1000095,0.8,16,3,999,3,1.25,2,2,2.2,6,6,2,2,1.32,1,NA,2,NA,2,NA,6,7
1095,1000644,0.5,2,2,2,2,1,2,2,2,5,5,80,0.5,5,2,NA,2,NA,2,NA,1,4
2275,1001466,0.5,1.2,1.2,999,1.2,0.4,1,1,999,999,999,1,1,999,1,NA,2,NA,4,NA,3,7
3291,1001258,2,3,4.5,45,4.5,2,2,2,30,33,33,2,2,33,1,NA,2,NA,2,NA,1.5,2
1937,1001273,2,5,3,3,3,2,2,7,4,999,999,2,4,999,1,NA,2,NA,4,NA,30,6
3870,3000439,1,7,4,69,7,0.5,3,3,999,30,30,7,0.5,30,2,NA,2,NA,2,NA,0.5,5
3900,3000965,4,8,4,8,3,1,2,2,8,60,6,1,1,1,1,NA,2,NA,2,NA,6,1
3466,1001465,1,0.5,1,42,1,0.5,0.5,0.6,0.6,999,20,0.6,0.2,2.5,1,NA,2,NA,4,NA,30,7
2800,1002103,1.5,5,3,999,10,0.5,0.5,0.5,15,16,16,0.6,0.7,0.8,1,NA,2,NA,4,NA,20,7
3160,1003001,0.8,0.8,0.8,999,5,0.4,0.4,0.4,3,999,999,2,0.1,0.4,1,NA,2,NA,4,NA,5,2
1036,1000846,1,1,1,999,1,0.5,0.6,1,1,999,999,1,0.6,0.4,1,NA,2,NA,4,NA,2,7
1623,1001643,0.5,0.5,1,80,1,0.2,0.5,0.5,15,15,15,0.3,0.1,1,2,NA,2,NA,2,NA,0.5,1
3423,1000690,6,1,3,75,10,0.03,10,10,10,15,15,15,1,15,1,NA,2,NA,4,NA,5,7
1023,1000505,1,4,4,68,4,0.001,1,4,4,8,68,4,4,4,2,NA,4,NA,4,NA,10,4
4067,3001449,0.3,7,3,56,4,0.3,0.4,7,19,56,56,5,5,24,2,NA,2,NA,2,NA,20,2
3862,3001625,0.2,7,2,65,7,0.5,1,1,999,10,10,2,0.2,10,2,NA,2,NA,2,NA,0.5,2
1019,1000491,1,5,1,76,6,0.01,1,6,18,38,38,1,18,32,1,NA,2,NA,2,NA,3,6
994,1000553,3,3,1,5,5,0.5,1,15,10,999,999,1,8,0.1,1,NA,2,NA,4,NA,5,4
2337,1003013,0.7,6,6,20,8,0.7,1,22,18,20,999,8,8,1,8,NA,2,NA,9,NA,30,6
3859,3000426,2,8,2,3,8,0.3,1.5,7,19,999,999,8,8,1,1,NA,4,NA,9,NA,5,5
1131,1000097,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,NA,2,NA,10,4
1734,1001967,0.1,3,5,5,4,3,0.5,8,8,999,999,8,0.1,0.3,1,NA,2,NA,2,NA,30,4
1012,1000857,3,5,3,65,3,0.002,3,6,6,6,5,65,5,5,2,NA,4,NA,4,NA,40,6
2822,1002035,3,4,3,7,7,2,2,8,20,999,999,2,2,2,8,NA,4,NA,9,NA,30,6
1146,1000473,3,3,12,12,12,4,12,12,12,999,999,90,12,2,1,NA,2,NA,2,NA,1,5
992,1000060,1,8,0.5,8,1,0.5,0.5,8,8,8,8,8,1,2,1,NA,2,NA,4,NA,5,2
999,1001981,3,6,1.5,6,6,0.5,1,6,8,10,999,5,1,2,1,NA,2,NA,4,NA,15,6
1042,1001402,2,7,2,45,7,0.2,7,7,12,45,20,7,7,20,2,NA,4,NA,2,NA,10,6
2833,1000412,0.3,5,5,999,10,0.1,0.4,0.4,10,999,999,10,10,0.3,1,NA,2,NA,9,NA,5,2
1045,1001447,2,10,4,75,2,1,1,1,5,4,4,5,0.2,4,2,NA,2,NA,1,NA,5,7
2475,1001944,1,2,2,66,2,2,2,2,25,7,7,2,0.2,7,1,NA,2,NA,2,NA,0.5,6
3447,1001423,3,1,3,999,3,0.5,0.5,3,3,15,999,5,0.5,15,2,NA,4,NA,8,NA,45,7
3451,1000548,1,3,0.5,999,3,0.05,0.5,8,8,15,999,8,0.05,15,1,NA,2,NA,2,NA,30,7
1040,1001095,1.5,10,4,65,1.5,1.5,1.5,1.5,7,6,6,7,7,6,1,NA,2,NA,9,NA,5,6
1150,1001550,3,6,2,5,5,0.1,2,5,5,15,999,2,2,15,2,NA,4,NA,4,NA,30,7
2244,1002270,1,3,1,999,1.25,1,1.35,1,1.35,1,6,1,1,1,1,NA,2,NA,9,NA,60,7
2382,1002042,1,8,1,70,1,1,1,1,1,70,70,1,1,1,1,uncovered pit latrine,4,NA,9,NA,2,2
3480,1002695,2,15,14,15,4,2,3,3,20,20,30,70,1,4,7,NA,4,NA,3,NA,30,6
3901,3000967,2.5,17,4,12,18,1,1,1,2.5,60,60,10,1,2,2,NA,2,NA,9,NA,10,1
1021,1001401,0.1,3,3,68,3,0.01,0.02,3,3,8,65,3,3,3,2,NA,2,NA,4,NA,10,2
2437,1001833,1.3,7,0.001,49,7,0.001,0.001,6,6,49,49,0.001,0.001,8,2,NA,4,NA,4,NA,0.03,6
3848,3000981,1,10,7,7,10,0.5,0.5,7,20,999,999,7,0.5,15,2,NA,2,NA,2,NA,30,2
3159,1002978,0.6,0.6,0.6,999,5,0.3,0.3,0.3,3,999,999,2,0.4,0.5,1,NA,2,NA,2,NA,5,2
3914,3001426,0.4,14,0.4,11,13,0.4,0.3,0.3,0.3,999,999,11,0.3,5,2,NA,2,NA,2,NA,6,6
2460,1001420,1,10,2,75,6,1,1,1,1,10,10,5,3,10,1,NA,2,NA,4,NA,5,7
2821,1001932,4,4,3,7,7,1,1,7,20,999,999,2,2,2,1,NA,2,NA,9,NA,30,6
3453,1002105,0.25,12,6,999,6.1,0.125,1,1.2,15,15.5,15.5,6.3,1.1,0.13,2,NA,2,NA,4,NA,13,6
2361,1000408,4,10,2,2,2,1,4,4,4,999,999,5,2,4,5,NA,2,NA,2,NA,10,1
3871,3001155,1,7,1,2,5,0.1,1,1,20,6,6,70,1,6,1,NA,2,NA,2,NA,10,4
1032,1000835,0.3,2.5,1.5,999,0.3,0.4,0.3,0.01,999,999,999,999,1,999,2,NA,2,NA,2,NA,5,7
1639,1001094,2,20,3,3,2,1,2,2,10,4,5,70,4,4,2,NA,2,NA,4,NA,15,6
3864,3002067,1,3,2,70,5,1,1,1,999,12,13,2,1,12,2,NA,2,NA,2,NA,60,7
3449,1002326,3,3741,3,999,3,0.5,0.5,3,3,15,999,5,0.5,15,5,NA,4,NA,4,NA,45,4
3229,1002742,3,6,2,6,2,1,4,4,4,5,5,5,2,2,5,NA,4,NA,9,NA,30,7
3226,1002730,1,5,1,24,5,4,4,3,3,5,24,24,1,5,5,NA,9,NA,9,NA,60,7
2321,1003033,1.5,5,5,50,15,0.5,0.5,0.5,20,15,15,5,15,15,1,NA,2,NA,4,NA,15,6
1018,1001647,3,6,8,75,5,0.001,1,8,8,14,14,1,6,6,2,NA,2,NA,2,NA,20,7
2481,1002736,5,6,6,26,6,0.3,5,5,5,8,8,5,0.1,8,1,NA,4,NA,4,NA,0.5,2
1071,1001102,5,4,4,4,4,3,1,3,3,999,999,3,0.5,3,2,NA,2,NA,4,NA,20,7
2238,1001289,1.5,1.15,2.5,3.5,3.5,0.76,8.5,0.75,8.5,999,999,7.5,0.25,0.31,2,NA,2,NA,9,NA,5,7
2470,1000555,0.3,6,0.3,75,0.3,0.3,0.3,4,4,11,11,0.3,0.3,11,2,NA,4,NA,4,NA,0.5,7
1106,1000094,0.25,17.5,2.25,999,2.25,0.4,1.25,1.25,1.45,5.25,1.25,1.25,1.25,0.54,2,NA,2,NA,4,NA,8,7
3474,1002512,0.1,6,6,7,6,0.1,0.1,0.1,6,10,20,70,0.1,0.1,1,NA,2,NA,4,NA,8,6
3878,1002116,1,8,1,50,1,1,1,1,1,50,8,1,1,8,10,Incomplete latrine,4,NA,9,NA,120,3
1726,1000826,1,8,5,5,3,2,2,2,2,999,999,2,2,1.5,1,NA,2,NA,2,NA,15,6
2395,1000228,1,4,0.5,999,1,0.5,0.5,1,1,7,999,1,0.5,7,1,NA,2,NA,2,NA,30,7
3140,1002861,1,3,3,78,4,1,1,1,1,10,15,15,2,15,1,NA,2,NA,4,NA,30,7
3267,1002866,0.001,2,2,85,6,0.5,0.5,12,12,85,85,3,12,12,4,NA,4,NA,4,NA,8,6
1060,1000259,0.06,4,0.5,80,2,0.5,3,3,3,7,3,3,3,7,2,NA,2,NA,2,NA,10,2
1723,1000029,1,8,0.5,5,1.5,0.2,0.5,0.5,0.5,999,999,1.5,1.5,0.2,1,NA,2,NA,2,NA,4,4
4065,3001447,0.2,6,1,54,4,0.3,0.5,3,5,54,3,5,0.4,13,2,NA,4,NA,2,NA,60,6
2384,1002115,1,8,1,50,1,1,8,1,1,50,50,1,1,8,1,NA,4,NA,9,NA,120,2
2468,1001089,2,8,6,8,3,3,2,5,9,6,6,2,2,5,2,NA,4,NA,4,NA,60,2
3860,3001153,1,10,2,65,3,0.5,1.5,1.5,999,25,25,2,0.4,25,2,NA,2,NA,2,NA,0.5,1
1016,1000856,3,3,3,68,3,0.01,3,6,6,6,68,68,8,14,2,NA,4,NA,4,NA,20,6
2245,1002272,1,3,1,999,1.2,1,1.35,1,6,5,5,1,1.1,0.25,1,NA,2,NA,9,NA,34,7
2453,1000332,0.5,15,3,80,3,1,3,3,3,3,7,3,3,15,5,NA,2,NA,2,NA,10,7
1020,1000492,3,5,1,78,6,0.01,1,6,18,78,78,1,8,18,1,NA,2,NA,2,NA,2,7
3903,3000457,4,13,4,6,6,0.1,2,2,17,7,7,10,1,0.1,2,NA,2,NA,9,NA,10,2
1145,1001535,3,20,8,2,8,0.8,2,2,7,999,999,50,2,1,2,NA,2,NA,6,NA,8,5
3421,1001424,3,5,5,65,5,1,0.1,12,12,65,65,1.9,1.9,18,1,NA,2,NA,2,NA,60,4
2459,1002275,1,12,1,78,7,1,1,1,1,7,7,1,1,7,1,NA,4,NA,4,NA,20,7
993,1000554,3,3,0.5,5,5,0.5,1,15,10,999,999,1,15,0.3,2,NA,2,NA,4,NA,5,2
2439,1001803,1,9,0.001,8,1.3,1,0.001,7,7,47,47,1,0.01,9,1,NA,1,NA,4,NA,15,2
1730,1001282,0.1,2,2,2,2,0.2,0.1,3,10,999,999,15,0.1,10,2,NA,2,NA,2,NA,0.1,6
1089,1001411,1,2,2,2,2,0.5,2,2,15,2,2,70,0.1,2,2,NA,2,NA,2,NA,5,4
2816,1002967,2,3,3,20,5,2,2,5,5,10,999,5,5,2,8,NA,4,NA,4,NA,15,6
4068,3000771,1,15,5,80,15,0.3,0.2,15,1.5,80,80,10,10,20,1,NA,2,NA,2,NA,60,6
2410,1002720,2,3,3,3,4,2,3,6,7,999,999,3,3,2,2,NA,4,NA,4,NA,10,4
2290,1002267,1,5,1,999,5,1,1,1,5,999,999,1,1,1,7,NA,4,NA,2,NA,120,2
3837,3000924,0.5,10,3,6,10,0.5,0.3,4,8,999,999,7,4,6,1,NA,2,NA,2,NA,10,2
3504,1002969,3,6,3,8,8,2.5,1,23,18,999,999,9,9,10,8,NA,4,NA,4,NA,30,6
3897,3000968,2,6,4,5,5,1,1,1,20,20,60,5,1,2,2,NA,2,NA,3,NA,15,2
2309,1002463,2,3,4,4,3,2,0.1,0.1,3,6,6,70,0.1,6,2,NA,4,NA,9,NA,10,4
2867,1002038,0.1,6,11,11,4,3,0.1,3,3,999,999,3,0.1,5,1,NA,2,NA,2,NA,15,5
2469,1001398,0.3,0.5,0.3,70,0.3,0.3,0.3,0.3,20,7,7,0.3,0.3,7,1,NA,4,NA,4,NA,0.5,7
1196,1001393,4,5,3,5,5,0.2,0.2,6,10,999,999,5,0.2,7,2,NA,2,NA,4,NA,15,6
1083,1000568,0.5,7,0.5,7,7,0.2,0.5,0.5,7,7,7,100,0.5,7,2,NA,2,NA,4,NA,10,4
2450,1002181,4,10,5,78,3,1,5,5,25,78,78,6,6,10,1,NA,2,NA,2,NA,30,4
1119,1000707,0.25,1,1,999,2.5,0.125,0.25,2.5,3.5,3.5,3.5,2.5,2.5,0.125,1,NA,2,NA,2,NA,18,7
1632,1001103,8,5,5,99,5,0.5,4,4,40,5,5,5,0.5,5,1,NA,2,NA,9,NA,0.5,7
2847,1002334,2,4,2,2,2,3,2,2,20,999,999,2,0.03,10,1,NA,2,NA,4,NA,30,7
1081,1000056,1,8,0.5,7,7,0.3,0.2,0.2,7,7,7,70,0.1,7,2,NA,4,NA,4,NA,5,4
3841,3000395,3,8,6,50,8,0.1,0.1,2,50,8,35,8,0.1,35,2,NA,2,NA,9,NA,8,6
1938,1000117,2,7,0.5,5,5,0.2,0.5,5,5,999,999,5,1,5,1,NA,2,NA,4,NA,5,7
3290,1002210,0.5,10,0.7,25,0.3,0.3,0.4,0.4,12,13,12,0.3,0.1,9,1,NA,2,NA,2,NA,0.5,2
1198,1001637,2,15,2,4,15,2,2,7,20,999,999,2,0.05,999,2,NA,2,NA,4,NA,15,7
1054,1000773,1.5,3,0.125,65,3,0.125,1,1,1,3,7,0.125,1,7,1,NA,2,NA,4,NA,30,7
2251,1002728,0.5,1,1.5,999,0.5,0.6,1,0.4,0.5,1,1,0.25,0.5,1,2,NA,4,NA,4,NA,30,7
997,1000468,1,4,1,4,4,0.05,1,4,8,999,999,1,1,0.1,1,NA,2,NA,4,NA,5,6
1201,1001638,3,15,3,5,15,2,3,5,20,999,999,3,0.1,8,2,NA,2,NA,4,NA,20,7
1202,1000564,0.3,1,0.3,0.3,0.3,0.3,0.3,0.3,1,999,999,0.3,0.3,1,1,NA,2,NA,4,NA,7,4
2406,1001387,1,2,1,1,1,0.4,1,5,5,999,999,1,1,0.3,1,NA,2,NA,2,NA,30,4
1053,1000331,0.125,5,1,80,2,0.125,2,2,2,3,2,2,2,6,2,NA,2,NA,2,NA,10,7
3139,1002860,0.015,3,3,78,5,0.015,8,8,8,10,10,7,7,10,1,NA,2,NA,4,NA,10,7
2403,1001455,1,1,2,6,2,1.25,1,1,1,4,999,2,0.01,4,2,NA,2,NA,6,NA,30,6
2773,1002910,3,10,7,78,7,6,6,6,6,7,7,1,1,7,1,NA,4,NA,4,NA,10,7
1635,1000883,0.5,3,3,3,3,0.5,0.1,2,2,999,999,6,0.1,3,1,NA,2,NA,4,NA,5,9
3467,1002332,2,4,1.5,2,2,3,1.5,1.2,20,999,999,1.5,0.1,10,2,NA,2,NA,2,NA,30,7
3840,3000971,1,10,1,3,8,0.5,1,1,20,999,999,7,2,8,1,NA,2,NA,2,NA,20,6
1031,1000502,1,4,4,68,4,0.001,1,4,4,14,4,4,4,4,2,NA,4,NA,4,NA,8,2
3882,3001444,0.025,5,2,999,5,0.025,0.025,15,15,10,999,4,0.025,10,2,NA,2,NA,2,NA,30,6
1156,1000481,2,6,6,6,6,0.15,0.5,6,6,15,999,6,0.15,15,2,NA,2,NA,4,NA,15,2
1008,1000818,0.5,3,3,3,3,0.1,0.1,1,1,999,999,2,1,2,1,NA,2,NA,4,NA,6,6
2315,1002684,2,2,2,6,2,1,2,2,6,6,6,6,2,0.2,7,NA,4,NA,9,NA,10,4
3434,1002648,1.5,2.5,2.5,25,6,1.5,0.5,3,3,15,999,2,0.5,15,1,NA,4,NA,4,NA,30,7
3468,1002710,1,6,4,4,4,0.1,0.1,12,2,4,4,4,0.1,4,2,NA,4,NA,4,NA,60,7
3263,1002007,1,7,2,43,2,1,1,7,7,43,43,1,1,6,1,NA,4,NA,4,NA,30,6
3289,1002311,0.1,4,0.2,20,0.5,0.3,0.5,0.5,10,10,10,0.2,0.2,10,2,NA,2,NA,2,NA,0.3,2
2451,1001281,0.06,4,2,75,3,0.5,15,15,15,15,15,15,15,15,1,NA,2,NA,4,NA,5,3
